StartTime: 2018-09-14 11:07:50.512
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Lon(deg)	Lat(deg) 
52.671	-0.0264	0.0186	1.0195	0.0000	0.0000	0.0000	1.0272	1.4886	159.8236	38.0000	36	-100	31	0.00000000	0.00000000 
52.777	-0.0264	0.0181	1.0200	0.0000	0.0000	0.0000	1.0272	1.4886	159.8126	38.0900	36	-101	30	0.00000000	0.00000000 
52.871	-0.0269	0.0181	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8401	38.0500	36	-101	29	0.00000000	0.00000000 
52.978	-0.0269	0.0181	1.0200	0.0000	0.0000	0.0000	1.0217	1.4886	159.8291	38.0500	37	-102	30	0.00000000	0.00000000 
53.070	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	1.0217	1.4886	159.8236	38.0600	36	-101	31	0.00000000	0.00000000 
53.188	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8401	38.0200	37	-102	30	0.00000000	0.00000000 
53.281	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8456	38.0200	36	-101	30	0.00000000	0.00000000 
53.383	-0.0269	0.0181	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8456	38.0700	37	-101	30	0.00000000	0.00000000 
53.470	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	1.0217	1.4886	159.8566	38.0500	35	-101	30	0.00000000	0.00000000 
53.585	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	1.0162	1.4886	159.8785	38.1000	36	-101	30	0.00000000	0.00000000 
53.669	-0.0269	0.0181	1.0200	0.0000	0.0000	0.0000	1.0162	1.4886	159.8840	38.0800	37	-100	32	0.00000000	0.00000000 
53.791	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0162	1.4886	159.8621	38.1200	37	-100	31	0.00000000	0.00000000 
53.869	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8456	38.1200	37	-101	30	0.00000000	0.00000000 
53.968	-0.0269	0.0181	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8291	38.1000	37	-100	31	0.00000000	0.00000000 
54.068	-0.0298	0.0200	1.0190	0.0000	0.0000	0.0000	1.0217	1.4941	159.8236	38.2000	37	-101	31	0.00000000	0.00000000 
54.168	-0.0303	0.0205	1.0190	-0.0610	0.0000	3.3569	1.0272	1.4996	160.0049	38.2000	36	-103	31	0.00000000	0.00000000 
54.268	-0.0244	0.0176	1.0200	-0.1221	0.0000	8.3008	1.0327	1.4941	160.6860	38.1100	35	-103	29	0.00000000	0.00000000 
54.368	-0.0234	0.0176	1.0205	-0.0610	0.0000	5.3101	1.0382	1.4722	161.3892	38.1300	36	-103	29	0.00000000	0.00000000 
54.467	-0.0259	0.0190	1.0200	0.0000	0.0000	-0.1831	1.0437	1.4612	161.5704	38.1400	35	-102	30	0.00000000	0.00000000 
54.567	-0.0269	0.0195	1.0195	0.0000	0.0610	-0.9766	1.0437	1.4667	161.4716	38.1300	35	-103	30	0.00000000	0.00000000 
54.667	-0.0269	0.0186	1.0200	0.0000	0.0610	-0.2441	1.0437	1.4777	161.3782	38.1300	35	-104	30	0.00000000	0.00000000 
54.767	-0.0273	0.0181	1.0200	0.0000	0.0610	0.0610	1.0437	1.4832	161.3452	38.1800	36	-104	30	0.00000000	0.00000000 
54.867	-0.0273	0.0181	1.0205	0.0000	0.0610	0.0610	1.0382	1.4941	161.3123	38.1800	36	-102	30	0.00000000	0.00000000 
54.966	-0.0264	0.0186	1.0205	0.0000	0.0000	0.0000	1.0382	1.4941	161.2299	38.1700	36	-102	30	0.00000000	0.00000000 
55.066	-0.0264	0.0186	1.0205	0.0000	0.0000	0.0000	1.0382	1.4941	161.1969	38.2100	35	-102	31	0.00000000	0.00000000 
55.166	-0.0259	0.0181	1.0205	0.0000	0.0000	0.0000	1.0382	1.4941	161.1639	38.1500	36	-102	29	0.00000000	0.00000000 
55.266	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	1.0382	1.4886	161.1310	38.2000	35	-102	30	0.00000000	0.00000000 
55.365	-0.0264	0.0186	1.0200	0.0000	0.0000	0.0000	1.0382	1.4886	161.1035	38.2100	34	-102	30	0.00000000	0.00000000 
55.465	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0382	1.4886	161.0760	38.2400	36	-102	31	0.00000000	0.00000000 
55.565	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0327	1.4886	161.0486	38.1900	36	-104	29	0.00000000	0.00000000 
55.665	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	1.0327	1.4886	161.0266	38.2400	35	-103	30	0.00000000	0.00000000 
55.765	-0.0259	0.0186	1.0200	0.0000	0.0610	0.0000	1.0327	1.4832	161.0156	38.2400	36	-102	31	0.00000000	0.00000000 
55.864	-0.0254	0.0190	1.0200	0.0000	0.1221	0.0000	1.0327	1.4886	160.9882	38.2300	36	-103	32	0.00000000	0.00000000 
55.964	-0.0254	0.0190	1.0200	0.0000	0.0610	0.0000	1.0327	1.4941	160.9937	38.2700	36	-103	31	0.00000000	0.00000000 
56.064	-0.0254	0.0186	1.0200	0.0000	0.0000	0.0000	1.0382	1.4941	160.9607	38.1800	35	-103	31	0.00000000	0.00000000 
56.164	-0.0254	0.0181	1.0200	0.0000	0.0000	0.0000	1.0327	1.4886	160.9552	38.2300	35	-104	31	0.00000000	0.00000000 
56.264	-0.0259	0.0181	1.0200	0.0000	0.0000	0.0000	1.0327	1.4832	160.9607	38.2400	35	-103	30	0.00000000	0.00000000 
56.363	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	1.0327	1.4832	160.9827	38.2900	33	-104	32	0.00000000	0.00000000 
56.463	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	1.0327	1.4832	161.0046	38.2100	35	-104	32	0.00000000	0.00000000 
56.563	-0.0259	0.0181	1.0205	0.0000	0.0000	0.0000	1.0272	1.4777	160.9937	38.2900	35	-105	32	0.00000000	0.00000000 
56.663	-0.0249	0.0186	1.0200	0.0000	0.0000	0.0000	1.0272	1.4777	161.0156	38.3200	35	-104	31	0.00000000	0.00000000 
56.763	-0.0254	0.0181	1.0200	0.0000	0.0000	0.0000	1.0272	1.4722	161.0266	38.3700	35	-104	31	0.00000000	0.00000000 
56.863	-0.0264	0.0171	1.0215	0.0000	0.0000	0.0000	1.0272	1.4722	161.0376	38.3000	36	-104	30	0.00000000	0.00000000 
56.963	-0.0269	0.0166	1.0220	0.0000	0.0000	0.0000	1.0217	1.4722	161.0266	38.3700	35	-103	30	0.00000000	0.00000000 
57.062	-0.0269	0.0176	1.0210	0.0000	0.0000	0.0000	1.0162	1.4722	161.0431	38.3400	33	-103	31	0.00000000	0.00000000 
57.162	-0.0269	0.0176	1.0210	0.0000	0.0000	0.0000	1.0162	1.4777	161.0706	38.3600	34	-104	30	0.00000000	0.00000000 
57.262	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	1.0162	1.4777	161.0760	38.3700	35	-105	30	0.00000000	0.00000000 
57.361	-0.0269	0.0176	1.0205	0.0000	0.0000	0.0000	1.0107	1.4777	161.0870	38.3700	35	-103	30	0.00000000	0.00000000 
57.462	-0.0264	0.0176	1.0200	0.0000	0.0000	0.0000	1.0107	1.4777	161.0706	38.3900	35	-102	31	0.00000000	0.00000000 
57.561	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	1.0107	1.4777	161.0486	38.3900	36	-103	31	0.00000000	0.00000000 
57.661	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	1.0107	1.4777	161.0596	38.3800	34	-102	30	0.00000000	0.00000000 
57.761	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	1.0052	1.4722	161.0596	38.3500	35	-104	31	0.00000000	0.00000000 
57.871	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	1.0052	1.4722	161.0760	38.4200	35	-104	30	0.00000000	0.00000000 
57.960	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	1.0052	1.4722	161.0706	38.3300	35	-103	30	0.00000000	0.00000000 
58.060	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	1.0052	1.4722	161.0596	38.4100	36	-103	31	0.00000000	0.00000000 
58.160	-0.0269	0.0171	1.0205	0.0000	0.0000	0.0000	0.9998	1.4722	161.0431	38.3800	35	-104	29	0.00000000	0.00000000 
58.260	-0.0269	0.0171	1.0200	0.0000	0.0000	0.0000	0.9998	1.4777	161.0376	38.3300	35	-103	30	0.00000000	0.00000000 
58.360	-0.0269	0.0176	1.0200	0.0000	0.0000	0.0000	0.9998	1.4777	161.0431	38.4000	34	-103	31	0.00000000	0.00000000 
58.472	-0.0269	0.0176	1.0200	0.0000	0.0000	0.0000	0.9998	1.4777	161.0596	38.4400	34	-104	30	0.00000000	0.00000000 
58.559	-0.0264	0.0171	1.0200	0.0000	0.0000	0.0000	0.9943	1.4777	161.0706	38.4100	35	-103	30	0.00000000	0.00000000 
58.682	-0.0264	0.0171	1.0200	0.0000	0.0000	0.0000	0.9943	1.4777	161.0321	38.4400	36	-102	31	0.00000000	0.00000000 
58.759	-0.0259	0.0171	1.0200	0.0000	0.0000	0.0000	0.9888	1.4777	161.0431	38.3400	33	-104	30	0.00000000	0.00000000 
58.869	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4777	161.0596	38.4000	35	-103	30	0.00000000	0.00000000 
58.958	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4777	161.0706	38.3200	34	-103	30	0.00000000	0.00000000 
59.076	-0.0254	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4722	161.0431	38.4100	35	-103	30	0.00000000	0.00000000 
59.158	-0.0254	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4722	161.0651	38.5000	34	-103	30	0.00000000	0.00000000 
59.275	-0.0254	0.0176	1.0200	0.0000	0.0000	0.0000	0.9888	1.4667	161.0815	38.4400	35	-103	30	0.00000000	0.00000000 
59.357	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4667	161.0760	38.3800	35	-103	31	0.00000000	0.00000000 
59.458	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4612	161.0760	38.4600	34	-103	30	0.00000000	0.00000000 
59.557	-0.0259	0.0171	1.0210	0.0000	0.0000	0.0000	0.9833	1.4612	161.0760	38.4200	34	-103	30	0.00000000	0.00000000 
59.657	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4612	161.0706	38.3800	35	-103	30	0.00000000	0.00000000 
59.757	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4612	161.0541	38.4200	36	-102	32	0.00000000	0.00000000 
59.857	-0.0254	0.0171	1.0195	0.0000	0.0000	0.0000	0.9778	1.4557	161.0266	38.4100	35	-102	28	0.00000000	0.00000000 
59.969	-0.0259	0.0176	1.0195	0.0000	0.0000	0.0000	0.9778	1.4557	160.9991	38.3800	35	-103	32	0.00000000	0.00000000 
60.056	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9778	1.4557	160.9882	38.4300	35	-103	31	0.00000000	0.00000000 
60.156	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9778	1.4557	160.9607	38.4400	35	-103	31	0.00000000	0.00000000 
60.256	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9497	38.4700	35	-103	31	0.00000000	0.00000000 
60.356	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9277	38.3900	35	-102	31	0.00000000	0.00000000 
60.455	-0.0259	0.0171	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9387	38.4800	35	-102	32	0.00000000	0.00000000 
60.555	-0.0259	0.0171	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9387	38.4700	35	-103	30	0.00000000	0.00000000 
60.655	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9552	38.5200	34	-103	30	0.00000000	0.00000000 
60.755	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9607	38.5000	35	-102	31	0.00000000	0.00000000 
60.854	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9778	1.4557	160.9552	38.4600	35	-102	31	0.00000000	0.00000000 
60.954	-0.0264	0.0171	1.0200	0.0000	0.0000	0.0000	0.9778	1.4557	160.9552	38.4700	35	-104	30	0.00000000	0.00000000 
61.054	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9778	1.4557	160.9387	38.4700	36	-104	31	0.00000000	0.00000000 
61.154	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9778	1.4557	160.9442	38.5100	34	-104	29	0.00000000	0.00000000 
61.254	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9723	1.4612	160.9387	38.4800	36	-102	31	0.00000000	0.00000000 
61.354	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9723	1.4612	160.9332	38.4900	35	-103	31	0.00000000	0.00000000 
61.453	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	0.9778	1.4612	160.9827	38.5000	34	-104	30	0.00000000	0.00000000 
61.553	-0.0264	0.0176	1.0200	0.0000	0.0000	0.0000	0.9778	1.4612	161.0156	38.4700	34	-104	31	0.00000000	0.00000000 
61.653	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9778	1.4612	161.0541	38.4800	34	-104	31	0.00000000	0.00000000 
61.753	-0.0269	0.0171	1.0210	0.0000	0.0000	0.0000	0.9778	1.4667	161.0596	38.4800	35	-103	30	0.00000000	0.00000000 
61.852	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9723	1.4667	161.0431	38.5300	35	-103	30	0.00000000	0.00000000 
61.953	-0.0264	0.0171	1.0200	0.0000	0.0000	0.0000	0.9723	1.4667	161.0486	38.4900	34	-102	31	0.00000000	0.00000000 
62.052	-0.0264	0.0171	1.0195	0.0000	0.0000	0.0000	0.9723	1.4667	161.0651	38.5200	34	-103	30	0.00000000	0.00000000 
62.152	-0.0269	0.0176	1.0195	0.0000	0.0000	0.0000	0.9723	1.4667	161.0706	38.5000	34	-103	30	0.00000000	0.00000000 
62.252	-0.0269	0.0176	1.0200	0.0000	0.0000	0.0000	0.9723	1.4722	161.0760	38.5000	35	-104	30	0.00000000	0.00000000 
62.352	-0.0264	0.0181	1.0205	0.0000	0.0000	0.0000	0.9778	1.4722	161.0815	38.5900	34	-103	30	0.00000000	0.00000000 
62.451	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9778	1.4722	161.0925	38.6000	34	-103	30	0.00000000	0.00000000 
62.551	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9778	1.4722	161.1090	38.5500	34	-104	30	0.00000000	0.00000000 
62.651	-0.0264	0.0171	1.0210	0.0000	0.0000	0.0000	0.9723	1.4722	161.0815	38.5700	35	-102	30	0.00000000	0.00000000 
62.751	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9723	1.4722	161.0596	38.5200	34	-103	31	0.00000000	0.00000000 
62.851	-0.0264	0.0176	1.0195	0.0000	0.0000	0.0000	0.9723	1.4722	161.0760	38.5700	35	-105	31	0.00000000	0.00000000 
62.950	-0.0264	0.0176	1.0195	0.0000	0.0000	0.0000	0.9778	1.4722	161.0651	38.5700	36	-103	30	0.00000000	0.00000000 
63.050	-0.0352	0.0215	1.0195	0.0000	0.0000	0.0000	0.9778	1.4777	161.0706	38.5900	34	-103	30	0.00000000	0.00000000 
63.150	-0.0342	0.0215	1.0205	0.0000	-0.1831	-1.4038	0.9888	1.4886	160.9937	38.5700	36	-102	29	0.00000000	0.00000000 
63.250	0.0010	0.0166	1.0313	0.2441	-14.5874	-1.4038	0.9943	1.0547	160.8948	38.5100	24	-103	24	0.00000000	0.00000000 
63.349	0.0879	0.0171	1.0005	0.4883	-48.2788	3.4790	1.0382	-2.3840	161.4825	38.5300	19	-103	20	0.00000000	0.00000000 
63.449	0.1377	0.0190	0.9746	0.0000	-21.0571	1.5869	1.0657	-7.3389	162.1802	38.5000	30	-103	27	0.00000000	0.00000000 
63.549	0.0391	0.0200	1.0176	-0.6714	44.3115	-4.8828	1.0492	-5.7678	162.0648	38.5500	34	-101	30	0.00000000	0.00000000 
63.649	-0.0508	0.0186	1.0371	-0.4272	42.4805	-4.2725	1.0162	0.0330	161.5210	38.5200	36	-102	31	0.00000000	0.00000000 
63.754	-0.0449	0.0181	1.0254	-0.0610	8.0566	-0.7324	0.9888	2.5653	161.2738	38.5100	35	-103	31	0.00000000	0.00000000 
63.848	-0.0249	0.0176	1.0171	0.0000	-7.9956	0.7935	0.9888	2.1478	161.2738	38.6000	35	-102	30	0.00000000	0.00000000 
63.956	-0.0220	0.0171	1.0176	0.0000	-3.9673	0.3662	0.9943	1.4941	161.2848	38.5500	36	-103	30	0.00000000	0.00000000 
64.048	-0.0254	0.0176	1.0195	-0.0610	0.9766	-0.0610	0.9888	1.3733	161.2299	38.5600	36	-101	31	0.00000000	0.00000000 
64.160	-0.0269	0.0181	1.0200	0.0000	1.0986	-0.0610	0.9888	1.4886	161.1694	38.4700	36	-102	32	0.00000000	0.00000000 
64.248	-0.0264	0.0181	1.0195	0.0000	0.0610	0.0000	0.9888	1.5436	161.1090	38.5000	35	-102	31	0.00000000	0.00000000 
64.353	-0.0259	0.0176	1.0190	0.0000	-0.1831	0.0000	0.9888	1.5381	161.0651	38.5600	36	-102	30	0.00000000	0.00000000 
64.447	-0.0259	0.0181	1.0195	0.0000	-0.1221	0.0000	0.9888	1.5161	161.0211	38.5400	35	-101	30	0.00000000	0.00000000 
64.565	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.5106	161.0101	38.5100	35	-103	31	0.00000000	0.00000000 
64.647	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.5051	160.9991	38.6000	35	-102	31	0.00000000	0.00000000 
64.762	-0.0264	0.0181	1.0205	0.0000	-0.0610	0.0000	0.9888	1.5051	160.9607	38.5200	35	-102	31	0.00000000	0.00000000 
64.847	-0.0259	0.0181	1.0205	0.0000	-0.0610	0.0000	0.9888	1.4941	160.9607	38.6500	34	-101	31	0.00000000	0.00000000 
64.964	-0.0254	0.0176	1.0210	0.0000	-0.0610	0.0000	0.9943	1.4832	160.9552	38.6100	35	-102	31	0.00000000	0.00000000 
65.046	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4832	160.9277	38.5500	36	-102	30	0.00000000	0.00000000 
65.146	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4777	160.8893	38.6200	37	-103	31	0.00000000	0.00000000 
65.246	-0.0181	0.0225	1.0210	0.0000	0.0000	0.1221	0.9943	1.4722	160.8563	38.6800	36	-102	30	0.00000000	0.00000000 
65.346	-0.0264	0.0181	1.0205	-0.1831	0.0610	6.9580	0.9998	1.4502	161.1475	38.6000	35	-103	31	0.00000000	0.00000000 
65.446	-0.0317	0.0146	1.0210	-0.1831	0.0610	9.2773	0.9998	1.4557	161.9659	38.6300	35	-105	31	0.00000000	0.00000000 
65.545	-0.0278	0.0166	1.0210	-0.0610	0.0000	1.7090	0.9943	1.4667	162.5098	38.6500	35	-104	31	0.00000000	0.00000000 
65.645	-0.0254	0.0181	1.0205	0.0000	0.0000	-1.0376	0.9888	1.4667	162.4768	38.6500	34	-105	31	0.00000000	0.00000000 
65.745	-0.0259	0.0181	1.0205	0.0000	0.0000	-0.7324	0.9888	1.4667	162.3230	38.6500	34	-105	30	0.00000000	0.00000000 
65.845	-0.0264	0.0181	1.0215	0.0000	0.0000	-0.0610	0.9888	1.4667	162.2406	38.6500	34	-103	30	0.00000000	0.00000000 
65.945	-0.0264	0.0181	1.0210	0.0000	0.0000	0.1221	0.9888	1.4667	162.1912	38.7100	35	-104	31	0.00000000	0.00000000 
66.044	-0.0269	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4722	162.1472	38.6300	34	-104	31	0.00000000	0.00000000 
66.144	-0.0269	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4722	162.0978	38.6900	34	-103	31	0.00000000	0.00000000 
66.254	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4722	162.0428	38.6500	36	-104	31	0.00000000	0.00000000 
66.344	-0.0264	0.0176	1.0210	0.0000	-0.0610	0.0000	0.9888	1.4667	162.0044	38.7100	33	-104	32	0.00000000	0.00000000 
66.455	-0.0254	0.0176	1.0210	0.0000	-0.0610	0.0000	0.9888	1.4612	162.0044	38.7300	34	-105	32	0.00000000	0.00000000 
66.543	-0.0249	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.9879	38.7300	34	-103	31	0.00000000	0.00000000 
66.643	-0.0254	0.0176	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.9659	38.7000	34	-104	32	0.00000000	0.00000000 
66.743	-0.0254	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4502	161.9440	38.7000	34	-105	31	0.00000000	0.00000000 
66.843	-0.0259	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4502	161.9055	38.7000	33	-103	30	0.00000000	0.00000000 
66.942	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4502	161.8890	38.7100	34	-103	30	0.00000000	0.00000000 
67.042	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4502	161.8890	38.7100	34	-104	29	0.00000000	0.00000000 
67.142	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4502	161.8781	38.7300	34	-103	29	0.00000000	0.00000000 
67.242	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4557	161.8451	38.7600	35	-104	31	0.00000000	0.00000000 
67.342	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4502	161.7902	38.6800	35	-103	31	0.00000000	0.00000000 
67.442	-0.0259	0.0176	1.0215	0.0000	0.0000	0.0000	0.9833	1.4502	161.7737	38.7800	33	-103	30	0.00000000	0.00000000 
67.541	-0.0259	0.0181	1.0225	0.0000	0.0000	0.0000	0.9833	1.4502	161.7792	38.7300	34	-105	30	0.00000000	0.00000000 
67.641	-0.0259	0.0181	1.0220	0.0000	0.0000	0.0000	0.9888	1.4502	161.7792	38.7900	34	-105	30	0.00000000	0.00000000 
67.741	-0.0254	0.0181	1.0220	0.0000	0.0000	0.0000	0.9888	1.4502	161.8011	38.7900	34	-105	31	0.00000000	0.00000000 
67.841	-0.0249	0.0181	1.0220	0.0000	0.0000	0.0000	0.9888	1.4502	161.8121	38.8000	33	-105	32	0.00000000	0.00000000 
67.941	-0.0249	0.0181	1.0225	0.0000	0.0000	0.0000	0.9888	1.4447	161.7957	38.8000	34	-104	30	0.00000000	0.00000000 
68.040	-0.0249	0.0181	1.0220	0.0000	0.0000	0.0000	0.9888	1.4392	161.7902	38.7800	34	-104	31	0.00000000	0.00000000 
68.140	-0.0254	0.0176	1.0220	0.0000	0.0000	0.0000	0.9943	1.4392	161.7792	38.9200	33	-104	31	0.00000000	0.00000000 
68.240	-0.0259	0.0171	1.0220	0.0000	0.0000	0.0000	0.9888	1.4392	161.7847	38.8700	34	-104	31	0.00000000	0.00000000 
68.339	-0.0259	0.0171	1.0220	0.0000	0.0000	0.0000	0.9888	1.4392	161.7737	38.8800	34	-105	29	0.00000000	0.00000000 
68.439	-0.0259	0.0171	1.0215	0.0000	0.0000	0.0000	0.9888	1.4392	161.7462	38.9200	34	-104	31	0.00000000	0.00000000 
68.539	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	0.9888	1.4392	161.7242	38.8900	35	-104	30	0.00000000	0.00000000 
68.639	-0.0269	0.0171	1.0210	0.0000	0.0000	0.0000	0.9833	1.4447	161.7023	38.9000	34	-103	30	0.00000000	0.00000000 
68.739	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9833	1.4502	161.6858	38.8600	33	-104	30	0.00000000	0.00000000 
68.839	-0.0264	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4502	161.6803	38.9400	34	-104	31	0.00000000	0.00000000 
68.938	-0.0264	0.0181	1.0210	0.0000	0.0000	0.0000	0.9833	1.4502	161.6638	38.9100	34	-104	31	0.00000000	0.00000000 
69.038	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4502	161.6418	38.9000	34	-104	31	0.00000000	0.00000000 
69.138	-0.0264	0.0176	1.0200	0.0000	0.0000	0.0000	0.9833	1.4557	161.6254	38.8900	34	-104	30	0.00000000	0.00000000 
69.238	-0.0264	0.0176	1.0200	0.0000	0.0000	0.0000	0.9833	1.4557	161.5924	38.9200	35	-104	32	0.00000000	0.00000000 
69.338	-0.0264	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5540	38.9800	35	-104	31	0.00000000	0.00000000 
69.449	-0.0264	0.0171	1.0210	0.0000	0.0000	0.0000	0.9833	1.4557	161.5375	38.9000	35	-104	31	0.00000000	0.00000000 
69.548	-0.0259	0.0176	1.0215	0.0000	0.0000	0.0000	0.9833	1.4557	161.5375	38.9400	35	-104	31	0.00000000	0.00000000 
69.637	-0.0254	0.0181	1.0215	0.0000	0.0000	0.0000	0.9833	1.4557	161.5210	38.8700	34	-104	31	0.00000000	0.00000000 
69.737	-0.0254	0.0181	1.0210	0.0000	0.0000	0.0000	0.9833	1.4557	161.5045	38.8900	35	-104	31	0.00000000	0.00000000 
69.851	-0.0254	0.0181	1.0205	0.0000	0.0000	0.0000	0.9888	1.4502	161.4716	38.9600	35	-105	31	0.00000000	0.00000000 
69.947	-0.0254	0.0181	1.0205	0.0000	0.0000	0.0000	0.9888	1.4502	161.4606	39.0000	35	-103	31	0.00000000	0.00000000 
70.040	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	0.9888	1.4502	161.4825	39.0000	32	-104	31	0.00000000	0.00000000 
70.136	-0.0259	0.0181	1.0210	0.0000	0.0000	0.0000	0.9888	1.4502	161.4990	38.9800	34	-103	30	0.00000000	0.00000000 
70.243	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4502	161.5100	38.9400	33	-104	31	0.00000000	0.00000000 
70.336	-0.0264	0.0171	1.0205	0.0000	0.0000	0.0000	0.9888	1.4557	161.5155	38.9300	34	-105	30	0.00000000	0.00000000 
70.449	-0.0264	0.0166	1.0210	0.0000	0.0000	0.0000	0.9888	1.4557	161.5100	38.9700	35	-103	30	0.00000000	0.00000000 
70.535	-0.0264	0.0171	1.0215	0.0000	0.0000	0.0000	0.9833	1.4557	161.4990	38.9600	34	-104	30	0.00000000	0.00000000 
70.653	-0.0259	0.0176	1.0210	0.0000	0.0000	0.0000	0.9833	1.4557	161.4771	38.9700	35	-104	31	0.00000000	0.00000000 
70.735	-0.0254	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5100	38.9700	35	-105	32	0.00000000	0.00000000 
70.854	-0.0254	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5265	38.9200	34	-105	30	0.00000000	0.00000000 
70.934	-0.0259	0.0176	1.0205	0.0000	0.0000	0.0000	0.9833	1.4557	161.5485	38.9500	34	-104	29	0.00000000	0.00000000 
