StartTime: 2018-09-14 11:07:50.512
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Lon(deg)	Lat(deg) 
34.292	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0547	1.5436	159.9500	37.1800	36	-101	30	0.00000000	0.00000000 
34.389	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0547	1.5436	159.9280	37.2600	37	-101	30	0.00000000	0.00000000 
34.493	-0.0278	0.0186	1.0190	0.0000	0.0000	0.0000	1.0547	1.5436	159.9225	37.2000	36	-100	29	0.00000000	0.00000000 
34.588	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0492	1.5436	159.9280	37.2500	37	-102	30	0.00000000	0.00000000 
34.707	-0.0269	0.0186	1.0190	0.0000	0.0000	0.0000	1.0492	1.5436	159.9170	37.2500	36	-100	30	0.00000000	0.00000000 
34.788	-0.0269	0.0190	1.0195	0.0000	0.0000	0.0000	1.0492	1.5381	159.9060	37.2200	36	-102	30	0.00000000	0.00000000 
34.898	-0.0269	0.0190	1.0190	0.0000	0.0000	0.0000	1.0547	1.5381	159.9170	37.1500	35	-101	31	0.00000000	0.00000000 
34.988	-0.0273	0.0195	1.0186	0.0000	0.0000	0.0000	1.0547	1.5381	159.9280	37.1600	37	-102	31	0.00000000	0.00000000 
35.118	-0.0273	0.0195	1.0186	0.0000	0.0000	0.0000	1.0547	1.5381	159.9500	37.2600	35	-101	30	0.00000000	0.00000000 
35.187	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0602	1.5381	159.9280	37.3200	37	-100	29	0.00000000	0.00000000 
35.312	-0.0273	0.0181	1.0181	0.0000	0.0000	0.0000	1.0547	1.5381	159.9280	37.2200	36	-100	31	0.00000000	0.00000000 
35.387	-0.0273	0.0181	1.0186	0.0000	0.0000	0.0000	1.0547	1.5381	159.9335	37.3000	36	-100	31	0.00000000	0.00000000 
35.486	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0547	1.5381	159.9225	37.2600	36	-101	29	0.00000000	0.00000000 
35.586	-0.0269	0.0190	1.0186	0.0000	0.0000	0.0000	1.0547	1.5326	159.9280	37.2000	36	-101	29	0.00000000	0.00000000 
35.715	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0547	1.5326	159.9445	37.3100	35	-101	31	0.00000000	0.00000000 
35.786	-0.0269	0.0186	1.0190	0.0000	0.0000	0.0000	1.0547	1.5326	159.9390	37.2600	37	-101	30	0.00000000	0.00000000 
35.885	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0492	1.5326	159.9225	37.3000	37	-101	29	0.00000000	0.00000000 
35.985	-0.0273	0.0186	1.0195	0.0000	0.0000	0.0000	1.0492	1.5326	159.9225	37.3100	36	-103	31	0.00000000	0.00000000 
36.085	-0.0278	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.9390	37.3500	36	-102	30	0.00000000	0.00000000 
36.185	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.9390	37.2800	36	-100	30	0.00000000	0.00000000 
36.285	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.9225	37.3300	37	-100	32	0.00000000	0.00000000 
36.384	-0.0273	0.0181	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.9005	37.3300	37	-101	31	0.00000000	0.00000000 
36.484	-0.0269	0.0181	1.0190	0.0000	0.0000	0.0000	1.0492	1.5326	159.8950	37.3000	37	-102	30	0.00000000	0.00000000 
36.584	-0.0273	0.0190	1.0195	0.0000	0.0000	0.0000	1.0492	1.5326	159.8895	37.2900	36	-101	30	0.00000000	0.00000000 
36.684	-0.0273	0.0195	1.0190	0.0000	0.0000	0.0000	1.0492	1.5326	159.9005	37.3100	36	-101	31	0.00000000	0.00000000 
36.783	-0.0273	0.0190	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.8895	37.3100	37	-101	30	0.00000000	0.00000000 
36.883	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.8676	37.4100	37	-101	30	0.00000000	0.00000000 
36.983	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.8511	37.3300	37	-100	30	0.00000000	0.00000000 
37.083	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.8181	37.3600	37	-100	29	0.00000000	0.00000000 
37.183	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0547	1.5326	159.8071	37.3800	37	-101	29	0.00000000	0.00000000 
37.283	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0547	1.5326	159.7577	37.3700	38	-101	30	0.00000000	0.00000000 
37.382	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0547	1.5326	159.7302	37.4200	36	-101	30	0.00000000	0.00000000 
37.482	-0.0278	0.0176	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7467	37.2900	35	-101	30	0.00000000	0.00000000 
37.582	-0.0273	0.0181	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7687	37.4000	36	-101	29	0.00000000	0.00000000 
37.682	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7906	37.3500	36	-101	30	0.00000000	0.00000000 
37.781	-0.0269	0.0190	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.7797	37.3400	37	-100	31	0.00000000	0.00000000 
37.882	-0.0269	0.0186	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.7577	37.3200	37	-100	30	0.00000000	0.00000000 
37.981	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.7742	37.3500	36	-101	29	0.00000000	0.00000000 
38.081	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7961	37.3900	36	-101	30	0.00000000	0.00000000 
38.180	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7797	37.3600	37	-101	31	0.00000000	0.00000000 
38.281	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.7852	37.3500	36	-102	29	0.00000000	0.00000000 
38.380	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.7852	37.3800	37	-101	30	0.00000000	0.00000000 
38.480	-0.0273	0.0181	1.0186	0.0000	0.0000	0.0000	1.0437	1.5326	159.7961	37.3500	37	-101	30	0.00000000	0.00000000 
38.580	-0.0278	0.0181	1.0181	0.0000	0.0000	0.0000	1.0437	1.5326	159.7906	37.4200	36	-101	29	0.00000000	0.00000000 
38.680	-0.0273	0.0190	1.0181	0.0000	0.0000	0.0000	1.0437	1.5326	159.8236	37.4700	35	-101	28	0.00000000	0.00000000 
38.779	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.8236	37.4100	37	-100	30	0.00000000	0.00000000 
38.879	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.8071	37.4000	36	-101	32	0.00000000	0.00000000 
38.979	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0492	1.5326	159.8126	37.3800	37	-102	30	0.00000000	0.00000000 
39.079	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0437	1.5326	159.8346	37.4200	35	-100	30	0.00000000	0.00000000 
39.178	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0437	1.5326	159.8621	37.4400	36	-101	31	0.00000000	0.00000000 
39.278	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.8730	37.4100	37	-101	30	0.00000000	0.00000000 
39.378	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.8895	37.4700	36	-101	30	0.00000000	0.00000000 
39.478	-0.0273	0.0190	1.0195	0.0000	0.0000	0.0000	1.0437	1.5326	159.9115	37.4700	36	-101	30	0.00000000	0.00000000 
39.590	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	159.9554	37.4700	35	-100	30	0.00000000	0.00000000 
39.677	-0.0278	0.0190	1.0186	0.0000	0.0000	0.0000	1.0492	1.5381	159.9774	37.4700	36	-100	29	0.00000000	0.00000000 
39.777	-0.0278	0.0186	1.0190	0.0000	0.0000	0.0000	1.0492	1.5381	160.0104	37.4700	35	-101	30	0.00000000	0.00000000 
39.877	-0.0269	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5381	160.0049	37.5600	36	-100	29	0.00000000	0.00000000 
39.986	-0.0269	0.0186	1.0186	0.0000	0.0000	0.0000	1.0492	1.5326	160.0269	37.4100	36	-102	29	0.00000000	0.00000000 
40.077	-0.0278	0.0186	1.0190	0.0000	0.0000	0.0000	1.0492	1.5326	160.0269	37.4800	35	-101	29	0.00000000	0.00000000 
40.197	-0.0278	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5381	160.0269	37.4700	36	-100	29	0.00000000	0.00000000 
40.276	-0.0269	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5381	160.0159	37.5000	36	-101	30	0.00000000	0.00000000 
40.395	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0437	1.5326	160.0104	37.5200	37	-102	30	0.00000000	0.00000000 
40.476	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0437	1.5326	159.9829	37.4800	37	-102	31	0.00000000	0.00000000 
40.587	-0.0269	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	159.9774	37.5600	37	-101	31	0.00000000	0.00000000 
40.676	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	160.0049	37.5500	35	-101	30	0.00000000	0.00000000 
40.813	-0.0273	0.0186	1.0195	0.0000	0.0000	0.0000	1.0437	1.5326	160.0269	37.5500	36	-100	30	0.00000000	0.00000000 
40.875	-0.0273	0.0186	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	160.0378	37.6000	36	-101	30	0.00000000	0.00000000 
40.975	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	160.0378	37.5400	36	-101	30	0.00000000	0.00000000 
41.074	-0.0273	0.0190	1.0190	0.0000	0.0000	0.0000	1.0437	1.5326	160.0104	37.5700	36	-102	29	0.00000000	0.00000000 
41.174	-0.0273	0.0181	1.0186	0.0000	0.0000	0.0000	1.0437	1.5326	160.0104	37.5600	37	-101	30	0.00000000	0.00000000 
41.274	-0.0269	0.0176	1.0186	0.0000	0.0000	0.0000	1.0437	1.5326	159.9664	37.5400	38	-101	30	0.00000000	0.00000000 
41.374	-0.0269	0.0176	1.0190	0.0000	0.0000	0.0000	1.0382	1.5271	159.9335	37.5500	37	-100	30	0.00000000	0.00000000 
41.473	-0.0273	0.0176	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.9225	37.6100	36	-100	30	0.00000000	0.00000000 
41.574	-0.0273	0.0186	1.0195	0.0000	0.0000	0.0000	1.0327	1.5271	159.9115	37.5600	36	-101	29	0.00000000	0.00000000 
41.673	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.8950	37.5400	37	-101	31	0.00000000	0.00000000 
41.773	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.8895	37.5500	36	-100	31	0.00000000	0.00000000 
41.873	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.8730	37.5600	36	-101	30	0.00000000	0.00000000 
41.973	-0.0278	0.0186	1.0190	0.0000	0.0000	0.0000	1.0382	1.5271	159.8785	37.5600	36	-100	29	0.00000000	0.00000000 
42.072	-0.0278	0.0186	1.0186	0.0000	0.0000	0.0000	1.0382	1.5271	159.8676	37.6300	37	-101	29	0.00000000	0.00000000 
42.172	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0382	1.5271	159.8676	37.6100	36	-100	30	0.00000000	0.00000000 
42.272	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0382	1.5271	159.8401	37.6100	36	-99	29	0.00000000	0.00000000 
42.372	-0.0273	0.0190	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.8291	37.5400	37	-100	31	0.00000000	0.00000000 
42.472	-0.0273	0.0186	1.0200	0.0000	0.0000	0.0000	1.0382	1.5271	159.8511	37.6200	35	-99	27	0.00000000	0.00000000 
42.571	-0.0273	0.0186	1.0195	0.0000	0.0000	0.0000	1.0382	1.5326	159.8676	37.6200	36	-100	30	0.00000000	0.00000000 
42.671	-0.0269	0.0190	1.0195	0.0000	0.0000	0.0000	1.0382	1.5271	159.8730	37.5600	37	-99	31	0.00000000	0.00000000 
42.771	-0.0264	0.0190	1.0195	0.0000	0.0000	0.0000	1.0437	1.5271	159.8566	37.6300	38	-101	29	0.00000000	0.00000000 
42.871	-0.0264	0.0190	1.0190	0.0000	0.0000	0.0000	1.0437	1.5216	159.8621	37.6100	36	-101	30	0.00000000	0.00000000 
42.971	-0.0264	0.0186	1.0195	0.0000	0.0000	0.0000	1.0437	1.5216	159.8566	37.5700	38	-101	31	0.00000000	0.00000000 
43.070	-0.0269	0.0181	1.0195	0.0000	0.0000	0.0000	1.0437	1.5216	159.8566	37.6500	36	-102	31	0.00000000	0.00000000 
43.171	-0.0269	0.0176	1.0195	0.0000	0.0000	0.0000	1.0382	1.5216	159.8676	37.5700	36	-100	32	0.00000000	0.00000000 
43.347	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	159.8676	37.6800	38	-101	30	0.00000000	0.00000000 
43.391	-0.0269	0.0190	1.0190	0.0000	0.0000	0.0000	1.0382	1.5161	159.8566	37.6500	36	-100	30	0.00000000	0.00000000 
43.490	-0.0273	0.0190	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	159.8566	37.6400	36	-100	30	0.00000000	0.00000000 
43.590	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	159.8840	37.6300	35	-101	30	0.00000000	0.00000000 
43.690	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	159.9115	37.6500	37	-102	29	0.00000000	0.00000000 
43.789	-0.0278	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	159.9390	37.6400	37	-102	29	0.00000000	0.00000000 
43.890	-0.0278	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.5216	159.9500	37.6300	36	-102	30	0.00000000	0.00000000 
43.989	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.5216	159.9829	37.6600	35	-103	31	0.00000000	0.00000000 
44.089	-0.0269	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.5216	160.0269	37.6400	35	-101	29	0.00000000	0.00000000 
44.189	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0327	1.5216	160.0214	37.6700	37	-100	29	0.00000000	0.00000000 
44.289	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.5216	160.0323	37.6800	36	-101	29	0.00000000	0.00000000 
44.389	-0.0269	0.0190	1.0190	0.0000	0.0000	0.0000	1.0382	1.5216	160.0378	37.7300	35	-100	29	0.00000000	0.00000000 
44.488	-0.0259	0.0186	1.0190	0.0000	0.0000	0.0000	1.0382	1.5161	160.0763	37.6800	35	-102	29	0.00000000	0.00000000 
44.588	-0.0259	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5161	160.0928	37.6700	36	-103	30	0.00000000	0.00000000 
44.688	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5106	160.0928	37.6000	36	-102	30	0.00000000	0.00000000 
44.788	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.5106	160.1038	37.7100	36	-101	31	0.00000000	0.00000000 
44.887	-0.0264	0.0190	1.0186	0.0000	0.0000	0.0000	1.0382	1.5106	160.1093	37.6800	37	-102	30	0.00000000	0.00000000 
44.987	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0382	1.5051	160.0983	37.6500	36	-100	30	0.00000000	0.00000000 
45.087	-0.0269	0.0190	1.0186	0.0000	0.0000	0.0000	1.0382	1.5051	160.0928	37.6700	36	-101	30	0.00000000	0.00000000 
45.187	-0.0264	0.0186	1.0181	0.0000	0.0000	0.0000	1.0382	1.5051	160.0873	37.7200	38	-101	31	0.00000000	0.00000000 
45.287	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5051	160.0543	37.6900	37	-100	30	0.00000000	0.00000000 
45.386	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5051	160.0543	37.7000	36	-102	31	0.00000000	0.00000000 
45.486	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0382	1.5051	160.0543	37.6500	36	-102	29	0.00000000	0.00000000 
45.586	-0.0259	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4996	160.0653	37.7500	37	-102	30	0.00000000	0.00000000 
45.686	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4996	160.0433	37.7400	36	-101	30	0.00000000	0.00000000 
45.786	-0.0259	0.0186	1.0181	0.0000	0.0000	0.0000	1.0327	1.4941	160.0269	37.7200	37	-100	30	0.00000000	0.00000000 
45.885	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	160.0049	37.7300	36	-101	29	0.00000000	0.00000000 
45.985	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.9719	37.6900	38	-101	31	0.00000000	0.00000000 
46.085	-0.0269	0.0181	1.0190	0.0000	0.0000	0.0000	1.0327	1.4941	159.9500	37.7200	36	-101	30	0.00000000	0.00000000 
46.185	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.9500	37.7000	36	-100	29	0.00000000	0.00000000 
46.285	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0327	1.4941	159.9390	37.7900	38	-101	30	0.00000000	0.00000000 
46.384	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.9335	37.7700	36	-100	31	0.00000000	0.00000000 
46.484	-0.0259	0.0176	1.0181	0.0000	0.0000	0.0000	1.0272	1.4941	159.9500	37.7300	35	-100	31	0.00000000	0.00000000 
46.584	-0.0259	0.0181	1.0181	0.0000	0.0000	0.0000	1.0272	1.4886	159.9335	37.8000	37	-101	30	0.00000000	0.00000000 
46.684	-0.0259	0.0186	1.0181	0.0000	0.0000	0.0000	1.0272	1.4886	159.9390	37.7000	36	-101	30	0.00000000	0.00000000 
46.784	-0.0264	0.0190	1.0186	0.0000	0.0000	0.0000	1.0272	1.4886	159.9445	37.7700	36	-101	29	0.00000000	0.00000000 
46.883	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4886	159.9335	37.7500	37	-101	30	0.00000000	0.00000000 
46.983	-0.0264	0.0181	1.0190	0.0000	0.0000	0.0000	1.0327	1.4886	159.9225	37.6800	37	-102	31	0.00000000	0.00000000 
47.099	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0272	1.4832	159.8895	37.7700	37	-100	31	0.00000000	0.00000000 
47.183	-0.0264	0.0181	1.0181	0.0000	0.0000	0.0000	1.0272	1.4832	159.8840	37.7900	36	-100	30	0.00000000	0.00000000 
47.299	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4832	159.8785	37.7700	36	-101	29	0.00000000	0.00000000 
47.383	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0272	1.4832	159.8566	37.7600	36	-100	31	0.00000000	0.00000000 
47.492	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0272	1.4832	159.8785	37.8000	35	-100	31	0.00000000	0.00000000 
47.582	-0.0269	0.0186	1.0190	0.0000	0.0000	0.0000	1.0327	1.4832	159.8840	37.7500	36	-99	30	0.00000000	0.00000000 
47.700	-0.0264	0.0181	1.0190	0.0000	0.0000	0.0000	1.0272	1.4832	159.8621	37.8400	37	-101	31	0.00000000	0.00000000 
47.782	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4832	159.8236	37.7500	38	-100	31	0.00000000	0.00000000 
47.881	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4832	159.8291	37.8000	36	-101	31	0.00000000	0.00000000 
47.981	-0.0259	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4832	159.8291	37.7600	37	-100	31	0.00000000	0.00000000 
48.081	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4777	159.8181	37.8300	36	-100	31	0.00000000	0.00000000 
48.180	-0.0264	0.0186	1.0181	0.0000	0.0000	0.0000	1.0327	1.4777	159.7961	37.8300	37	-100	30	0.00000000	0.00000000 
48.280	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4777	159.8071	37.8200	35	-99	28	0.00000000	0.00000000 
48.380	-0.0259	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4777	159.8016	37.8300	37	-100	30	0.00000000	0.00000000 
48.480	-0.0254	0.0176	1.0186	0.0000	0.0000	0.0000	1.0272	1.4777	159.7906	37.7700	37	-100	31	0.00000000	0.00000000 
48.580	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7852	37.7900	36	-100	30	0.00000000	0.00000000 
48.679	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7632	37.8200	37	-100	31	0.00000000	0.00000000 
48.780	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7577	37.8200	37	-100	32	0.00000000	0.00000000 
48.879	-0.0264	0.0181	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7577	37.8200	37	-100	30	0.00000000	0.00000000 
48.979	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7577	37.8700	36	-101	30	0.00000000	0.00000000 
49.079	-0.0254	0.0181	1.0186	0.0000	0.0000	0.0000	1.0272	1.4722	159.7632	37.8400	37	-102	31	0.00000000	0.00000000 
49.179	-0.0259	0.0181	1.0181	0.0000	0.0000	0.0000	1.0272	1.4667	159.7577	37.8500	37	-101	32	0.00000000	0.00000000 
49.279	-0.0259	0.0181	1.0181	0.0000	0.0000	0.0000	1.0272	1.4667	159.7192	37.8700	37	-101	31	0.00000000	0.00000000 
49.378	-0.0259	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4667	159.7302	37.8300	36	-100	31	0.00000000	0.00000000 
49.478	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4667	159.7577	37.8400	35	-100	30	0.00000000	0.00000000 
49.578	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0272	1.4667	159.7687	37.8200	37	-101	30	0.00000000	0.00000000 
49.677	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0272	1.4667	159.7687	37.9000	37	-101	30	0.00000000	0.00000000 
49.777	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0272	1.4722	159.7742	37.8400	36	-102	32	0.00000000	0.00000000 
49.877	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0327	1.4722	159.8016	37.8800	36	-101	30	0.00000000	0.00000000 
49.977	-0.0264	0.0186	1.0195	0.0000	0.0000	0.0000	1.0327	1.4722	159.7742	37.9000	38	-100	31	0.00000000	0.00000000 
50.077	-0.0264	0.0186	1.0190	0.0000	0.0000	0.0000	1.0327	1.4722	159.7632	37.8800	36	-101	31	0.00000000	0.00000000 
50.176	-0.0264	0.0190	1.0190	0.0000	0.0000	0.0000	1.0327	1.4722	159.7742	37.8000	36	-101	30	0.00000000	0.00000000 
50.276	-0.0269	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4722	159.7687	37.9000	37	-101	31	0.00000000	0.00000000 
50.376	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4722	159.7522	37.8700	37	-100	30	0.00000000	0.00000000 
50.476	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4777	159.7467	37.9000	37	-101	31	0.00000000	0.00000000 
50.576	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4777	159.7412	37.9200	36	-101	31	0.00000000	0.00000000 
50.675	-0.0273	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4832	159.7577	37.9300	37	-102	30	0.00000000	0.00000000 
50.775	-0.0269	0.0190	1.0186	0.0000	0.0000	0.0000	1.0327	1.4832	159.7577	37.9000	36	-101	30	0.00000000	0.00000000 
50.875	-0.0273	0.0186	1.0181	0.0000	0.0000	0.0000	1.0327	1.4886	159.7961	37.9200	36	-101	31	0.00000000	0.00000000 
50.976	-0.0273	0.0181	1.0176	0.0000	0.0000	0.0000	1.0327	1.4886	159.8291	37.9400	36	-100	32	0.00000000	0.00000000 
51.074	-0.0269	0.0181	1.0181	0.0000	0.0000	0.0000	1.0327	1.4886	159.8346	37.9200	36	-100	30	0.00000000	0.00000000 
51.174	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.8456	37.9200	37	-101	29	0.00000000	0.00000000 
51.274	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.8511	37.9400	36	-102	30	0.00000000	0.00000000 
51.374	-0.0264	0.0186	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.8621	37.8800	36	-101	30	0.00000000	0.00000000 
51.474	-0.0269	0.0190	1.0190	0.0000	0.0000	0.0000	1.0327	1.4941	159.8511	37.8600	37	-102	31	0.00000000	0.00000000 
51.573	-0.0269	0.0190	1.0190	0.0000	0.0000	0.0000	1.0327	1.4941	159.8566	37.9200	36	-101	31	0.00000000	0.00000000 
51.673	-0.0269	0.0186	1.0195	0.0000	0.0000	0.0000	1.0327	1.4941	159.8676	37.9000	36	-100	31	0.00000000	0.00000000 
51.773	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0327	1.4941	159.8456	37.9600	38	-100	30	0.00000000	0.00000000 
51.873	-0.0269	0.0181	1.0190	0.0000	0.0000	0.0000	1.0327	1.4941	159.8236	37.9300	36	-100	30	0.00000000	0.00000000 
51.972	-0.0269	0.0181	1.0186	0.0000	0.0000	0.0000	1.0327	1.4941	159.8181	37.9900	37	-100	29	0.00000000	0.00000000 
52.072	-0.0264	0.0181	1.0195	0.0000	0.0000	0.0000	1.0272	1.4941	159.8126	38.0200	37	-101	30	0.00000000	0.00000000 
52.172	-0.0259	0.0181	1.0200	0.0000	0.0000	0.0000	1.0272	1.4941	159.8236	37.9200	36	-101	31	0.00000000	0.00000000 
52.272	-0.0259	0.0176	1.0200	0.0000	0.0000	0.0000	1.0272	1.4886	159.8016	37.9800	37	-100	29	0.00000000	0.00000000 
52.372	-0.0269	0.0176	1.0205	0.0000	0.0000	0.0000	1.0217	1.4886	159.8181	38.0000	36	-101	30	0.00000000	0.00000000 
52.472	-0.0269	0.0181	1.0205	0.0000	0.0000	0.0000	1.0217	1.4886	159.8291	38.0200	37	-101	30	0.00000000	0.00000000 
52.583	-0.0264	0.0186	1.0195	0.0000	0.0000	0.0000	1.0217	1.4886	159.8181	38.0600	36	-101	31	0.00000000	0.00000000 
